,name,year,size,HardMark,SSD_HDD,price
747,Seagate ST3500320AS,20Nov,465.8,651.0,0,82.0
748,Seagate ST3500320NS,20Mar,465.8,624.0,0,59.9
749,Seagate ST3500321CS,20Mar,465.8,462.0,0,128.0
750,Seagate ST3500410SV,20Sep,465.8,711.0,0,14.9
751,Seagate ST3500411SV,20May,465.8,694.0,0,126.0
752,Seagate ST3500413AS,20Jan,465.8,724.0,0,32.99
753,Seagate ST3500414CS,20Dec,465.8,737.0,0,18.8
754,Seagate ST3500418AS,20Mar,465.8,736.0,0,22.9
755,Seagate ST3500514NS,20Jul,465.8,766.0,0,99.9
756,Seagate ST3500620AS,20Dec,465.8,581.0,0,70.0
757,Seagate ST3500630A,20Feb,77.5,388.0,0,56.9
758,Seagate ST3500630AS,20Dec,465.8,436.0,0,29.9
759,Seagate ST3500630NS,20Mar,365.0,456.0,0,19.9
760,Seagate ST3500641AS,20Mar,465.8,348.0,0,181.0
761,Seagate ST3500830A,20Dec,465.8,386.0,0,208.0
762,Seagate ST3500830AS,20Nov,465.8,463.0,0,55.0
763,SEAGATE ST3600057SS,20Oct,558.9,1208.0,0,49.0
764,Seagate ST360012A,20May,29.5,227.0,0,15.9
765,Seagate ST3640323AS,20Dec,596.2,655.0,0,189.1
766,SEAGATE ST373455SS,20Jan,68.4,750.0,0,29.9
767,Seagate ST3750330AS,20Nov,698.6,582.0,0,64.0
768,Seagate ST3750330NS,20Mar,698.6,632.0,0,54.8
769,Seagate ST3750330SV,20May,698.6,645.0,0,49.8
770,Seagate ST3750525AS,20Mar,195.2,1024.0,0,23.9
771,Seagate ST3750528AS,20Apr,698.6,680.0,0,51.1
772,Seagate ST3750640A,20Apr,698.6,373.0,0,162.8
773,Seagate ST3750640AS,20Dec,698.6,440.0,0,199.9
774,Seagate ST3750640NS,20Apr,698.6,467.0,0,68.9
775,Seagate ST3750840AS,20Apr,698.6,413.0,0,113.0
776,Seagate ST380011A,20Dec,74.5,302.0,0,64.0
777,Seagate ST380012A,20Mar,37.1,263.0,0,87.0
778,Seagate ST380012A,20Mar,37.1,263.0,0,87.0
779,Seagate ST380012ACE,20Jul,74.5,265.0,0,57.9
780,Seagate ST380012ACE,20Jul,74.5,265.0,0,57.9
781,Seagate ST380013AS,20Nov,74.5,322.0,0,38.9
782,Seagate ST380023A,20Mar,18.8,232.0,0,79.0
783,Seagate ST3802110AS,20Mar,74.5,379.0,0,63.0
784,Seagate ST380215A,20Feb,10.4,314.0,0,69.9
785,Seagate ST380215AS,20Feb,37.1,410.0,0,66.6
786,Seagate ST380811AS,20Dec,74.5,384.0,0,36.8
787,Seagate ST380815AS,20Dec,74.5,396.0,0,99.0
788,Seagate ST380817AS,20Feb,74.5,336.0,0,36.5
789,Seagate ST380819AS,20Feb,69.8,364.0,0,79.0
790,Seagate ST4000DM000,20Jul,3.6,1035.0,0,170.9
791,Seagate ST4000DM004,20Oct,3.6,748.0,0,98.6
792,Seagate ST4000DM005,20Dec,3.6,1068.0,0,325.9
793,Seagate ST4000DX001,20Jan,3.6,884.0,0,269.9
794,Seagate ST4000NM0033,20Oct,3.6,1235.0,0,67.0
795,SEAGATE ST400FM0053,20Feb,372.6,5693.0,1,298.0
796,SEAGATE ST480FP0021,20Jul,447.1,3670.0,1,130.0
797,Seagate ST480HM000,20Jul,447.1,3579.0,1,254.0
798,Seagate ST5000DM000,20Feb,4.5,793.0,0,104.9
799,Seagate ST500DM002,20May,97.6,1400.0,0,74.9
800,Seagate ST500DM002,20May,97.6,1400.0,0,74.9
801,Seagate ST500DM005,20Mar,465.7,850.0,0,39.9
802,Seagate ST500DM009,20Oct,465.8,1730.0,0,19.9
803,Seagate ST500LM000,20Apr,489.0,1027.0,1,35.99
804,Seagate ST500LM012,20Oct,465.8,618.0,0,59.9
805,Seagate ST500LM021,20Apr,465.8,974.0,0,28.9
806,Seagate ST500LM030,20Dec,465.8,605.0,0,35.2
807,Seagate ST500LM034,20Jul,465.8,765.0,0,50.9
808,Seagate ST500LT012,20Oct,465.8,671.0,0,31.1
809,Seagate ST500LT032,20Nov,465.8,604.0,0,34.9
810,Seagate ST500LX012,20Mar,465.8,662.0,0,151.9
811,Seagate ST500LX025,20Jun,465.8,533.0,0,58.9
812,Seagate ST500NM0011,20Nov,465.8,877.0,0,44.9
813,Seagate ST500VT000,20Dec,465.8,652.0,0,137.4
814,SEAGATE ST600MM0006,20Sep,558.9,1165.0,0,177.9
815,Seagate ST640LM001,20Oct,596.2,560.0,0,178.0
816,Seagate ST750LM022,20Mar,698.6,604.0,0,74.0
817,Seagate ST750LX003,20Dec,698.6,677.0,0,127.4
818,SEAGATE ST900MM0006,20Sep,838.4,1230.0,0,130.0
819,Seagate ST91000640NS,20Apr,931.5,707.0,0,99.9
820,Seagate ST9120817AS,20Feb,109.7,355.0,0,78.9
821,Seagate ST9120821A,20Mar,111.8,245.0,0,54.9
822,Seagate ST9120822A,20Mar,111.8,266.0,0,71.0
823,Seagate ST9120822AS,20Dec,111.8,315.0,0,92.0
824,SEAGATE ST9146853SS,20Mar,136.7,1263.0,0,213.0
825,Seagate ST9160310AS,20Jan,149.0,370.0,0,70.9
826,Seagate ST9160314AS,20Jun,149.0,362.0,0,149.9
827,Seagate ST9160411AS,20Apr,139.0,426.0,0,58.9
828,Seagate ST9160411AS,20Apr,139.0,426.0,0,58.9
829,Seagate ST9160412AS,20Sep,149.0,461.0,0,79.8
830,Seagate ST9160412ASG,20Sep,149.0,403.0,0,64.9
831,Seagate ST9160418ASG,20Nov,148.8,468.0,0,42.9
832,Seagate ST9160821A,20Mar,144.1,251.0,0,29.9
833,Seagate ST9160821AS,20Feb,149.0,247.0,0,36.5
834,Seagate ST9160823AS,20Dec,149.0,326.0,0,75.5
835,Seagate ST9200827AS,20Mar,176.7,325.0,0,39.9
836,Seagate ST9250315AS,20Apr,232.9,428.0,0,28.7
837,Seagate ST9250315ASG,20Sep,232.9,416.0,0,57.0
838,Seagate ST9250410AS,20Jul,232.9,555.0,0,73.8
839,Seagate ST9250410ASG,20Jun,232.9,477.0,0,75.0
840,Seagate ST9250411AS,20Nov,221.7,501.0,0,99.9
841,Seagate ST9250421AS,20Nov,232.9,486.0,0,113.0
842,Seagate ST9250421ASG,20Jan,232.9,468.0,0,69.0
843,Seagate ST92505610AS,20Aug,232.9,613.0,0,73.6
844,Seagate ST9250610NS,20Dec,232.9,712.0,0,68.1
845,Seagate ST9250827AS,20Jan,15.0,382.0,0,68.0
846,SEAGATE ST9300653SS,20Mar,279.4,1208.0,0,43.9
847,Seagate ST9320320AS,20Dec,298.1,373.0,0,114.0
848,Seagate ST9320325AS,20Jun,298.1,406.0,0,29.5
849,Seagate ST9320421AS,20Jan,298.1,464.0,0,47.0
850,Seagate ST9320423AS,20May,298.1,417.0,0,38.8
851,Seagate ST9320423ASG,20Jul,120.9,448.0,0,51.0
852,Seagate ST93205620AS,20Jul,298.1,594.0,0,149.9
853,Seagate ST9500325AS,20Feb,465.8,408.0,0,29.99
854,Seagate ST9500325ASG,20Mar,465.7,369.0,0,129.0
855,Seagate ST9500420AS,20Feb,465.8,523.0,0,33.9
856,Seagate ST9500420ASG,20Mar,465.8,483.0,0,102.0
857,Seagate ST9500423AS,20Mar,465.8,597.0,0,86.6
858,Seagate ST9500424AS,20Sep,453.7,598.0,0,85.0
859,Seagate ST9500530NS,20Dec,465.8,596.0,0,44.0
860,Seagate ST95005620AS,20Jun,465.8,642.0,0,99.0
861,Seagate ST9500620NS,20Aug,465.8,702.0,0,20.5
862,Seagate ST960812A,20Mar,55.9,171.0,0,193.0
863,Seagate ST9640320AS,20Jan,596.2,444.0,0,76.9
864,Seagate ST9640423AS,20Apr,596.2,480.0,0,80.8
865,Seagate ST96812AS,20Feb,55.9,239.0,0,55.0
866,Seagate ST9750420AS,20Nov,698.6,645.0,0,62.9
867,Seagate ST9750422AS,20Jan,698.6,625.0,0,90.0
868,Seagate ST9750423AS,20Apr,698.6,504.0,0,54.7
869,Seagate ST980313AS,20Oct,74.5,352.0,0,51.8
870,Seagate ST980411ASG,20Mar,74.5,450.0,0,57.0
871,Seagate ST980811AS,20Nov,74.5,251.0,0,29.9
872,Seagate ST980813AS,20Mar,74.5,326.0,0,92.0
873,Seagate ST980813ASG,20Feb,74.5,328.0,0,58.0
874,Seagate ST980815A,20Mar,74.5,243.0,0,79.8
875,SK Hynix 128GB SSD HFS128G32MNM,20Dec,119.2,2537.0,1,104.9
876,SMI DISK,20Jan,118.0,2553.0,1,94.9
877,SSD PLUS 480GB,20Feb,447.1,4183.0,1,76.6
878,SSD9SC120GEDA,20Oct,111.8,3076.0,1,229.9
879,T-FORCE 1TB,20Jul,931.5,4306.0,1,109.99
880,T-FORCE 250GB,20Oct,238.5,4093.0,1,48.9
881,T-FORCE 500GB,20Nov,465.8,4444.0,1,62.99
882,TEAM L3 EVO SSD 240GB,20Sep,223.6,3199.0,1,57.9
883,TEAM L3 SSD 120GB,20Mar,111.8,1937.0,1,39.9
884,TEAM L3 SSD 60GB,20Mar,55.9,1656.0,1,199.9
885,TEAM L5 3D 240GB,20Dec,223.6,3665.0,1,49.9
886,TEAM L5 LITE SSD 120GB,20Mar,111.8,2409.0,1,24.9
887,TEAM L5 LITE SSD 240GB,20May,223.6,3418.0,1,34.9
888,TEAM L5 SSD 240GB,20Sep,223.6,3123.0,1,69.9
889,THNSN5128GPUK TOSHIBA,20Sep,119.2,5482.0,1,59.9
890,TOSHIBA DT01ABA100V,20Dec,931.5,845.0,0,59.9
891,TOSHIBA DT01ACA050,20Nov,465.8,1046.0,0,23.2
892,TOSHIBA DT01ACA100,20Oct,931.5,1056.0,0,58.0
893,TOSHIBA DT01ACA200,20Dec,1.8,1152.0,0,60.99
894,TOSHIBA DT01ACA300,20May,2.7,1100.0,0,218.2
895,TOSHIBA KSG60ZMV256G,20Jun,238.5,4172.0,1,40.4
896,TOSHIBA MD04ACA400,20Jul,3.6,1232.0,0,69.9
897,TOSHIBA MD04ACA500,20May,4.5,1346.0,0,298.9
898,TOSHIBA MG03ACA100,20Jan,931.5,1098.0,0,39.9
899,TOSHIBA MG03ACA200,20Jun,1.8,1005.0,0,49.9
900,TOSHIBA MK1002TSKB,20Dec,931.5,952.0,0,99.0
901,TOSHIBA MK1011GAH,20Dec,83.2,147.0,0,78.0
902,TOSHIBA MK1011GAH,20Dec,83.2,147.0,0,78.0
903,TOSHIBA MK1032GAX,20Feb,93.2,190.0,0,76.8
904,TOSHIBA MK1059GSM,20Nov,931.5,483.0,0,155.1
905,TOSHIBA MK1214GAH,20Feb,103.7,167.0,0,155.0
906,TOSHIBA MK1229GSG,20Jul,110.8,252.0,0,29.9
907,TOSHIBA MK1233GSG,20May,111.8,285.0,0,155.9
908,TOSHIBA MK1235GSL,20Dec,111.4,214.0,0,48.6
909,TOSHIBA MK1237GSX,20Feb,102.1,242.0,0,34.9
910,TOSHIBA MK1246GSX,20Mar,9.8,301.0,0,25.0
911,TOSHIBA MK1251GSY,20Feb,111.8,376.0,0,49.0
912,TOSHIBA MK1633GSG,20Jun,149.0,339.0,0,78.7
913,TOSHIBA MK1637GSX,20Dec,149.0,251.0,0,43.1
914,TOSHIBA MK1646GSX,20Feb,149.0,275.0,0,28.0
915,TOSHIBA MK1652GSX,20Feb,141.2,336.0,0,19.5
916,TOSHIBA MK1652GSX,20Feb,141.2,336.0,0,19.5
917,TOSHIBA MK1655GSX,20Apr,149.0,325.0,0,25.8
918,TOSHIBA MK1656GSY,20May,142.5,408.0,0,155.8
919,TOSHIBA MK1661GSYN,20Jan,149.0,575.0,0,98.9
920,TOSHIBA MK1665GSX,20Mar,20.0,488.0,0,49.9
921,TOSHIBA MK1676GSX,20Dec,149.0,465.0,0,52.0
922,TOSHIBA MK2002TSKB,20Sep,1.8,873.0,0,57.1
923,TOSHIBA MK2018GAP,20Apr,18.6,132.0,0,69.0
924,TOSHIBA MK2035GSS,20Feb,186.3,214.0,0,46.0
925,TOSHIBA MK2529GSG,20Aug,227.3,291.0,0,327.0
926,TOSHIBA MK2533GSG,20Sep,232.8,296.0,0,39.8
927,TOSHIBA MK2552GSX,20Nov,232.9,331.0,0,59.2
928,TOSHIBA MK2556GSY,20Jan,220.4,505.0,0,99.0
929,TOSHIBA MK2561GSYN,20May,232.9,556.0,0,56.0
930,TOSHIBA MK2565GSX,20Mar,232.8,406.0,0,62.0
931,TOSHIBA MK2576GSX,20Aug,111.7,444.0,0,139.9
932,TOSHIBA MK3008GAL,20Jan,27.9,94.0,0,68.0
933,TOSHIBA MK3252GSX,20Dec,298.1,362.0,0,22.3
934,TOSHIBA MK3255GSX,20May,298.1,334.0,0,49.8
935,TOSHIBA MK3256GSY,20Dec,282.4,479.0,0,70.0
936,TOSHIBA MK3259GSXP,20Jul,48.8,497.0,0,62.0
937,TOSHIBA MK3261GSY,20Mar,296.9,619.0,0,22.0
938,TOSHIBA MK3261GSYN,20Feb,298.1,607.0,0,29.0
939,TOSHIBA MK3263GSX,20Oct,298.1,377.0,0,20.9
940,TOSHIBA MK3264GSY,20Mar,290.6,419.0,0,99.0
941,TOSHIBA MK3265GSX,20Feb,290.5,480.0,0,79.9
942,TOSHIBA MK3265GSXN,20Oct,298.1,510.0,0,49.9
943,TOSHIBA MK3276GSX,20Jun,298.1,523.0,0,19.89
944,TOSHIBA MK4025GAS,20Dec,37.3,159.0,0,29.4
945,TOSHIBA MK4026GAX,20Feb,37.3,197.0,0,20.9
946,TOSHIBA MK4032GAX,20Mar,37.3,182.0,0,42.9
947,TOSHIBA MK4034GSX,20Mar,37.3,187.0,0,30.3
948,TOSHIBA MK4058GSX,20Mar,131.6,333.0,0,38.9
949,TOSHIBA MK5056GSY,20Dec,465.8,538.0,0,129.5
950,TOSHIBA MK5059GSXP,20Mar,465.8,440.0,0,129.9
951,TOSHIBA MK5061GSY,20Feb,465.8,548.0,0,38.9
952,TOSHIBA MK5061GSYN,20Jan,465.8,563.0,0,89.8
953,TOSHIBA MK5065GSX,20Mar,465.8,418.0,0,62.8
954,TOSHIBA MK5065GSXF,20Mar,465.8,394.0,0,28.4
955,TOSHIBA MK5075GSX,20Aug,465.8,449.0,0,48.1
956,TOSHIBA MK5076GSX,20Jun,465.8,416.0,0,45.0
957,TOSHIBA MK6006GAH,20Feb,41.2,112.0,0,23.9
958,TOSHIBA MK6008GAH,20Feb,29.3,129.0,0,124.0
959,TOSHIBA MK6025GAS,20Feb,55.9,149.0,0,32.9
960,TOSHIBA MK6026GAX,20May,55.9,193.0,0,40.0
961,TOSHIBA MK6026GAX,20May,55.9,193.0,0,40.0
962,TOSHIBA MK6028GAL,20Feb,55.9,190.0,0,39.0
963,TOSHIBA MK6032GSX,20Oct,55.9,196.0,0,26.3
964,TOSHIBA MK6034GSX,20Mar,55.9,207.0,0,25.0
965,TOSHIBA MK6459GSX,20Apr,596.2,476.0,0,138.2
966,TOSHIBA MK6459GSXP,20Apr,596.2,468.0,0,125.1
967,TOSHIBA MK6461GSY,20Dec,596.2,579.0,0,199.9
968,TOSHIBA MK6461GSYN,20Dec,596.2,596.0,0,124.0
969,TOSHIBA MK6465GSX,20Feb,596.2,486.0,0,46.9
970,TOSHIBA MK6475GSX,20Jul,596.2,474.0,0,54.9
971,TOSHIBA MK6476GSX,20Jun,596.2,446.0,0,113.0
972,TOSHIBA MK7559GSXP,20Aug,698.6,550.0,0,97.0
973,TOSHIBA MK7575GSX,20Jun,698.6,490.0,0,99.0
974,TOSHIBA MK8007GAH,20Feb,71.1,130.0,0,38.0
975,TOSHIBA MK8009GAH,20Feb,74.5,130.0,0,37.0
976,TOSHIBA MK8025GAS,20Feb,69.5,147.0,0,25.5
977,TOSHIBA MK8026GAX,20Mar,74.5,218.0,0,35.0
978,TOSHIBA MK8026GAX,20Mar,74.5,218.0,0,35.0
979,TOSHIBA MK8032GSX,20Feb,74.5,185.0,0,45.0
980,TOSHIBA MK8034GSX,20Dec,58.6,203.0,0,28.5
981,TOSHIBA MK8037GSX,20Feb,74.5,251.0,0,39.0
982,TOSHIBA MK8046GSX,20Mar,74.5,285.0,0,20.0
983,TOSHIBA MQ01ABB200,20Aug,1.8,724.0,0,229.9
984,TOSHIBA MQ01ABC150,20Jul,1.4,599.0,0,139.0
985,TOSHIBA MQ01ABD,20May,931.5,744.0,0,64.6
986,TOSHIBA MQ01ABD032,20May,298.1,635.0,0,17.5
987,TOSHIBA MQ01ABD050,20Mar,465.8,658.0,0,24.95
988,TOSHIBA MQ01ABD050V,20Jun,465.8,683.0,0,49.0
989,TOSHIBA MQ01ABD075,20Apr,698.6,628.0,0,41.99
990,TOSHIBA MQ01ABD100,20May,931.5,693.0,0,43.5
991,TOSHIBA MQ01ABD100H,20May,931.5,844.0,0,41.0
992,TOSHIBA MQ01ABD100M,20Aug,931.5,699.0,0,48.9
993,TOSHIBA MQ01ABF,20Nov,465.8,734.0,0,69.0
994,TOSHIBA MQ01ABF032,20Apr,298.1,615.0,0,45.0
995,TOSHIBA MQ01ABF050,20May,465.8,675.0,0,21.99
996,TOSHIBA MQ01ABF050H,20Jul,465.8,796.0,0,70.8
997,TOSHIBA MQ01ABF050M,20Feb,465.8,702.0,0,74.1
998,TOSHIBA MQ01ACF032,20Aug,298.1,781.0,0,65.8
999,TOSHIBA MQ01ACF050,20Nov,465.8,801.0,0,26.99
1000,TOSHIBA MQ02ABD100H,20Mar,931.5,622.0,0,54.9
1001,TOSHIBA MQ02ABF050H,20Sep,465.8,642.0,0,52.9
1002,TOSHIBA MQ02ABF100,20Oct,931.5,669.0,0,39.9
1003,TOSHIBA MQ04ABF100,20Oct,931.5,814.0,0,47.94
1004,TOSHIBA Q300,20Sep,223.6,3377.0,1,149.0
1005,TOSHIBA RD400 NVMe 1TB,20Jun,953.9,13085.0,1,349.0
1006,TOSHIBA RD400 NVMe 256GB,20Aug,238.5,12210.0,1,280.9
1007,TOSHIBA RD400 NVMe 512GB,20Jun,476.9,14669.0,1,194.9
1008,TOSHIBA THNSFC128GBSJ,20Nov,80.0,1094.0,0,119.9
1009,TOSHIBA THNSFC128GBSJ,20Nov,80.0,1094.0,0,119.9
1010,TOSHIBA THNSFC256GBSJ,20Dec,238.5,1371.0,1,78.1
1011,TOSHIBA THNSNC256GBSJ,20Aug,227.1,1257.0,1,139.9
1012,TOSHIBA THNSNC512GBSJ,20May,476.9,1376.0,1,119.9
1013,TOSHIBA THNSNH256GBST,20Jul,238.5,4596.0,1,39.99
1014,TOSHIBA THNSNH512GBST,20Oct,476.9,3562.0,1,120.9
1015,TOSHIBA THNSNS120GBSP,20Mar,111.8,3224.0,1,102.0
1016,TOSHIBA THNSNS240GBSP,20Feb,223.6,3320.0,1,42.9
1017,TOSHIBA THNSNS480GBSP,20Feb,447.1,3380.0,1,129.9
1018,Toshiba THNSNW128GMCP,20Dec,119.2,1304.0,1,93.9
1019,Toshiba XG5 SSD 1TB,20Oct,953.9,18087.0,1,162.0
1020,Toshiba XG5-P NVMe 2TB,20Apr,1.9,19401.0,1,382.0
1021,Transcend 128GB TS128GSSD25S-M,20Apr,119.2,986.0,1,202.3
1022,Transcend 32GB TS32GSSD25S-M,20Mar,29.8,558.0,1,24.9
1023,Transcend 64GB TS64GSSD25S-M,20Feb,59.7,944.0,1,37.9
1024,Transcend SSD320 64GB TS64GSSD320,20Sep,59.6,1423.0,1,118.0
1025,Transcend SSD720 128GB TS128GSSD720,20Oct,119.2,2838.0,1,218.9
1026,Transcend SSD720 256GB TS256GSSD720,20Sep,238.5,3705.0,1,249.9
1027,Transcend TS120GSSD220S,20Sep,111.8,2792.0,1,53.9
1028,Transcend TS128GMSA370,20Oct,119.2,2749.0,1,128.0
1029,Transcend TS128GMSA720,20Feb,119.2,2750.0,1,205.9
1030,Transcend TS128GMTS600,20Feb,119.2,2858.0,1,64.9
1031,Transcend TS128GMTS800,20Nov,119.2,2964.0,1,64.9
1032,Transcend TS128GSSD370,20Aug,119.2,2429.0,1,59.9
1033,Transcend TS128GSSD370S,20Jun,119.2,2702.0,1,77.9
1034,Transcend TS128GSSD720,20Feb,119.2,2949.0,1,105.3
1035,Transcend TS256GMTS600,20Mar,238.5,3568.0,1,109.9
1036,Transcend TS256GSSD320,20Aug,238.5,3423.0,1,255.8
1037,Transcend TS256GSSD340,20Jan,238.5,2535.0,1,95.9
1038,Transcend TS256GSSD340K,20Jan,238.5,2621.0,1,168.5
1039,Transcend TS256GSSD370,20Aug,238.5,3330.0,1,91.9
1040,Transcend TS256GSSD370S,20May,238.5,3497.0,1,143.5
1041,Transcend TS32GMSA370,20Aug,29.8,1095.0,1,39.9
1042,Transcend TS32GSSD370,20Aug,29.8,973.0,1,41.9
1043,Transcend TS512GMSA370,20Feb,476.9,4110.0,1,241.9
1044,Transcend TS512GMTS800,20Jan,476.9,4142.0,1,299.6
1045,Transcend TS512GSSD370,20Sep,476.9,3617.0,1,175.9
1046,Transcend TS512GSSD370S,20Jun,476.9,3705.0,1,308.0
1047,Transcend TS512GSSD720,20Apr,476.9,3528.0,1,361.6
1048,Transcend TS64GMSA370,20Apr,59.6,1962.0,1,49.1
1049,Transcend TS64GMTS400,20Sep,59.6,2134.0,1,58.9
1050,Transcend TS64GMTS600,20Dec,59.6,2150.0,1,42.9
1051,Transcend TS64GMTS800,20Feb,59.6,2260.0,1,50.9
1052,Transcend TS64GSSD320,20Oct,59.6,1513.0,1,149.4
1053,Transcend TS64GSSD340,20Apr,59.6,1167.0,1,67.4
1054,Transcend TS64GSSD370,20Feb,59.6,1775.0,1,56.7
1055,Transcend TS64GSSD370S,20Jul,59.6,1914.0,1,46.9
1056,V4-CT128V4SSD2,20Sep,119.2,1195.0,1,79.9
1057,Viper M.2 VP4100,20Dec,931.5,30921.0,1,219.99
1058,Viper M.2 VPN100 1TB,20Apr,953.9,23535.0,1,159.99
1059,Viper M.2 VPN100 256GB,20Apr,238.5,13262.0,1,54.99
1060,Viper M.2 VPN100 512GB,20Jun,476.9,17479.0,1,87.99
1061,VisionTek 120GB mSATA,20Jul,111.8,3958.0,1,74.4
1062,VisionTek 240GB,20Nov,223.4,5244.0,1,85.6
1063,Visiontek 256GB,20Sep,238.5,3155.0,1,179.9
1064,VisionTek Data Fusion 480GB,20Oct,447.0,5276.0,1,591.9
1065,VisionTek GoDrive 240GB,20Feb,223.6,2462.0,1,138.9
1066,VisionTek mSATA 120GB,20Feb,111.8,2671.0,1,90.9
1067,VisionTek mSATA 240GB,20May,223.6,3499.0,1,160.9
1068,VisionTek mSATA 60GB,20Aug,55.9,2564.0,1,57.8
1069,WD Black NVMe 1TB,20Apr,931.5,22720.0,1,312.2
1070,WD Black NVMe 256GB,20Mar,238.5,5719.0,1,124.99
1071,WD Black NVMe 500GB,20Apr,465.8,20506.0,1,69.99
1072,WD Black SN750 NVMe 1TB,20Feb,931.5,24369.0,1,149.9
1073,WD Black SN750 NVMe 250GB,20Feb,232.9,14519.0,1,54.99
1074,WDC WD1000CHTZ,20Dec,931.5,1270.0,0,208.5
1075,WDC WD1000DHTZ,20Oct,931.5,1241.0,0,368.8
1076,WDC WD1000FYPS,20May,146.5,415.0,0,89.0
1077,WDC WD1001FAES,20Apr,931.5,744.0,0,179.0
1078,WDC WD1001FALS,20Apr,931.5,580.0,0,74.99
1079,WDC WD1002F9YZ,20May,931.5,1128.0,0,165.7
1080,WDC WD1002FAEX,20Mar,931.5,749.0,0,39.99
1081,WDC WD1002FBYS,20Jun,931.5,2870.0,0,28.9
1082,WDC WD1003FBYX,20Dec,931.5,872.0,0,69.9
1083,WDC WD1003FZEX,20Nov,931.5,1029.0,0,95.6
1084,WDC WD1004FBYZ,20Jan,931.5,1198.0,0,49.9
1085,WDC WD1005FBYZ,20May,931.5,1236.0,0,100.0
1086,WDC WD10EACS,20Mar,931.5,522.0,0,99.0
1087,WDC WD10EADS,20Aug,931.5,530.0,0,66.0
1088,WDC WD10EALS,20Mar,931.5,734.0,0,110.0
1089,WDC WD10EALX,20Jun,931.5,841.0,0,80.6
1090,WDC WD10EARS,20May,931.5,579.0,0,80.0
1091,WDC WD10EARX,20Sep,931.5,691.0,0,83.0
1092,WDC WD10EAVS,20Apr,931.5,556.0,0,249.0
1093,WDC WD10EFRX,20Oct,931.5,858.0,0,65.9
1094,WDC WD10EUCX,20Feb,931.5,641.0,0,88.0
1095,WDC WD10EURS,20Oct,931.5,608.0,0,89.0
1096,WDC WD10EURX,20Oct,931.5,772.0,0,29.99
1097,WDC WD10EVDS,20Feb,97.7,664.0,0,230.0
1098,WDC WD10EVVS,20Jan,931.5,598.0,0,148.2
1099,WDC WD10EZEX,20Jul,931.5,1079.0,0,48.0
1100,WDC WD10EZRX,20Feb,931.5,885.0,0,35.9
1101,WDC WD10EZRZ,20Oct,931.5,931.0,0,47.9
1102,WDC WD10J31X,20Sep,931.5,633.0,0,204.5
1103,WDC WD10JFCX,20Jan,931.5,631.0,0,80.9
1104,WDC WD10JPCX,20Dec,931.5,635.0,0,56.9
1105,WDC WD10JPLX,20Aug,931.5,797.0,0,66.5
1106,WDC WD10JPVT,20May,931.5,667.0,0,54.7
1107,WDC WD10JPVX,20Jun,931.5,678.0,0,79.9
1108,WDC WD10JUCT,20Apr,931.5,662.0,0,85.9
1109,WDC WD10PURX,20Jun,931.5,916.0,0,85.6
1110,WDC WD10PURZ,20Oct,931.5,875.0,0,54.9
1111,WDC WD10S12X,20Nov,946.4,686.0,0,115.9
1112,WDC WD10S21X,20Oct,931.5,613.0,0,186.9
1113,WDC WD10SPCX,20Aug,931.5,750.0,0,100.1
1114,WDC WD10SPZX,20Jun,931.5,963.0,0,47.9
1115,WDC WD10TPVT,20Jul,199.0,519.0,0,132.9
1116,WDC WD10TPVT,20Jul,199.0,519.0,0,132.9
1117,WDC WD1200BEVE,20Mar,111.8,281.0,0,101.9
1118,WDC WD1200BEVS,20Feb,111.8,308.0,0,129.8
1119,WDC WD1200BEVT,20Mar,111.8,333.0,0,50.9
1120,WDC WD1200JB,20Jan,111.8,311.0,0,199.9
1121,WDC WD1500BLFS,20Mar,139.7,720.0,0,99.8
1122,WDC WD1500HLFS,20Nov,139.7,2031.0,0,199.9
1123,WDC WD1500HLHX,20Aug,139.7,856.0,0,99.9
1124,WDC WD1501FASS,20Nov,100.0,839.0,0,169.9
1125,WDC WD1502FAEX,20Mar,1.4,882.0,0,154.0
1126,WDC WD1502FYPS,20Jan,1.4,682.0,0,115.0
1127,WDC WD15EADS,20Sep,1.4,585.0,0,55.2
1128,WDC WD15EARS,20Dec,1.4,616.0,0,62.0
1129,WDC WD15EARX,20Nov,1.4,612.0,0,135.0
1130,WDC WD15EZRX,20Feb,1.4,802.0,0,79.9
1131,WDC WD1600AABS,20Mar,149.0,423.0,0,15.9
1132,WDC WD1600AAJB,20Feb,149.0,422.0,0,34.9
1133,WDC WD1600AAJS,20Apr,149.0,604.0,0,35.99
1134,WDC WD1600ADFD,20Mar,141.0,501.0,0,42.9
1135,WDC WD1600AVJB,20Apr,49.8,414.0,0,35.0
1136,WDC WD1600AVJS,20Nov,148.9,474.0,0,21.9
1137,WDC WD1600AVVS,20Apr,148.9,477.0,0,63.9
1138,WDC WD1600BB,20Apr,149.0,336.0,0,22.9
1139,WDC WD1600BEKT,20Jun,149.0,494.0,0,29.9
1140,WDC WD1600BEVE,20Mar,39.1,235.0,0,159.9
1141,WDC WD1600BEVS,20Feb,149.0,309.0,0,83.9
1142,WDC WD1600BEVT,20Feb,149.0,2466.0,0,68.8
1143,WDC WD1600BJKT,20Mar,149.0,477.0,0,66.9
1144,WDC WD1600BPVT,20Mar,149.0,451.0,0,40.0
1145,WDC WD1600HLFS,20Feb,149.0,740.0,0,48.9
1146,WDC WD1600HLHX,20Oct,149.0,900.0,0,23.8
