Name,LatencyNS,Read_Uncached_GBs,Write_GBs,Price
Crucial Technology BLE4G4D32AEEA.K8FE 4GB,22,17.6,12.8,$144.21*
Crucial Technology BLE8G4D26AFEA.16FAD 8GB,32.25,16.1,11.6,$129.74*
Crucial Technology BLE8G4D26AFEA.16FBD 8GB,22,18,14.1,NA
Crucial Technology BLE8G4D30AEEA.K16FD 8GB,62,18,9.5,$141.71*
Crucial Technology BLE8G4D30AEEA.K16FE 8GB,21,18.8,14.6,$49.99*
Crucial Technology BLE8G4D32BEEAK.K8FB 8GB,20,18.7,13.7,NA
Crucial Technology BLE8G4D34AEEAK.K8FB 8GB,20,18.8,15,NA
Crucial Technology BLE8G4D36BEEAK.M8FE1 8GB,21.8,21.3,17.5,$77.99*
Crucial Technology BLE8G4D36BEEAK.M8FE3 8GB,23.4,21.4,16.7,NA
Crucial Technology BLE8G4D40BEEAK.M8FE1 8GB,19,19.3,17.4,NA
Crucial Technology BLE16G4D30AEEA.K16FB 16GB,20,18.9,12.6,NA
Crucial Technology BLE16G4D32AEEA.K16FB 16GB,22,18.1,13.3,NA
Crucial Technology BLS4G4D26BFSB.8FB 4GB,28,12.8,13.3,NA
Crucial Technology BLS4G4D26BFSB.8FBD2 4GB,24,15.7,12.4,$36.97*
Crucial Technology BLS4G4D26BFSB.8FBR2 4GB,21,17.7,13.6,$115.37*
Crucial Technology BLS4G4D26BFSB.8FD2 4GB,18,21.1,16.7,NA
Crucial Technology BLS4G4D26BFSB.8FE 4GB,21,18.4,15.2,NA
Crucial Technology BLS4G4D26BFSC.8FB 4GB,26,17.5,13.9,NA
Crucial Technology BLS4G4D26BFSC.8FBD2 4GB,21,17.9,13.7,NA
Crucial Technology BLS4G4D26BFSC.8FBR2 4GB,67,15.9,8.4,NA
Crucial Technology BLS4G4D26BFSC.8FD2 4GB,21,18.7,13.6,NA
Crucial Technology BLS4G4D26BFSC.8FE 4GB,19,18.8,14.3,NA
Crucial Technology BLS4G4D26BFSE.8FB 4GB,22,15.7,12.4,NA
Crucial Technology BLS4G4D26BFSE.8FBD2 4GB,27,17.3,13,NA
Crucial Technology BLS4G4D26BFSE.8FBR2 4GB,66,16.4,9.4,NA
Crucial Technology BLS4G4D26BFSE.8FD2 4GB,70,16.1,8.4,NA
Crucial Technology BLS4G4D26BFSE.8FE 4GB,19,20.4,14.8,NA
Crucial Technology BLS4G4D240FSA.8FAD 4GB,28,12.8,10.2,$27.99*
Crucial Technology BLS4G4D240FSA.8FADG 4GB,24,15.5,11.2,NA
Crucial Technology BLS4G4D240FSA.8FAR 4GB,25,15.7,11.6,NA
Crucial Technology BLS4G4D240FSA.8FARG 4GB,24,15.5,11.5,NA
Crucial Technology BLS4G4D240FSA.8FBD 4GB,23,16.6,12.4,NA
Crucial Technology BLS4G4D240FSA.M8F 4GB,27,13.6,9.8,NA
Crucial Technology BLS4G4D240FSA.M8FADG 4GB,23,16.6,12.4,NA
Crucial Technology BLS4G4D240FSA.M8FADM 4GB,28,12.9,10.2,$68.99*
Crucial Technology BLS4G4D240FSB.8FADG 4GB,27,14.4,10.7,$29.99*
Crucial Technology BLS4G4D240FSB.8FAR 4GB,23,16.3,12.8,NA
Crucial Technology BLS4G4D240FSB.8FARG 4GB,24,15.7,11.6,NA
Crucial Technology BLS4G4D240FSB.8FARG? 4GB,21,18.2,11.8,NA
Crucial Technology BLS4G4D240FSB.8FBD2 4GB,29,17,12.4,NA
Crucial Technology BLS4G4D240FSB.8FBD 4GB,29,17,12.8,NA
Crucial Technology BLS4G4D240FSB.M8FADG 4GB,23,17,12.6,NA
Crucial Technology BLS4G4D240FSB.M8FBD 4GB,22,17.6,12.9,NA
Crucial Technology BLS4G4D240FSC.8FARG 4GB,23,17.3,12.9,$26.99*
Crucial Technology BLS4G4D240FSC.8FBD2 4GB,23,17,12.9,NA
Crucial Technology BLS4G4D240FSC.8FBD 4GB,29.75,16.7,12.7,NA
Crucial Technology BLS4G4D240FSC.8FBR2 4GB,22,18.5,11.4,NA
Crucial Technology BLS4G4D240FSC.M8FADG 4GB,25,15.1,11.2,NA
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
Crucial Technology BLS4G4D240FSE.8FAR 4GB,24,15.1,10.8,$19.99*
Crucial Technology BLS4G4D240FSE.8FBD2 4GB,23,16.4,12.3,NA
Crucial Technology BLS4G4D240FSE.8FBD 4GB,23,16.4,11.8,$18.99*
Crucial Technology BLS4G4D240FSE.8FE 4GB,65,17.5,8.7,NA
Crucial Technology BLS4G4D240FSE.M8FADM 4GB,24,15.5,11,NA
Crucial Technology BLS4G4S26BFSD.8FBD2 4GB,69,16.1,8.5,$80.16*
Crucial Technology BLS4G4S26BFSD.8FBR2 4GB,27,15.3,11.6,$85.35*
Crucial Technology BLS4G4S240FSD.8FAR 4GB,28,15.5,11.4,$30.12*
Crucial Technology BLS4G4S240FSD.8FBD 4GB,31,11,6.6,NA
Crucial Technology BLS4G4S240FSD.M8FADM 4GB,25,15.4,12.5,$19.99*
Crucial Technology BLS8G4D26BFSB.16FBD2 8GB,29.4,17.1,12.7,$49.99*
Crucial Technology BLS8G4D26BFSB.16FBR2 8GB,22,17.5,11.6,NA
Crucial Technology BLS8G4D26BFSB.16FD2 8GB,25.5,18.1,13,NA
Crucial Technology BLS8G4D26BFSB.16FE 8GB,22,16.1,8.2,NA
Crucial Technology BLS8G4D26BFSBK.8FBD 8GB,27.6,17.8,13.7,NA
Crucial Technology BLS8G4D26BFSBK.8FBR 8GB,24,15.3,11.5,NA
Crucial Technology BLS8G4D26BFSBK.8FD 8GB,27.22222222,18.4,13.8,NA
Crucial Technology BLS8G4D26BFSC.16FBD2 8GB,23,17.8,14,NA
Crucial Technology BLS8G4D26BFSC.16FBR2 8GB,27,15.6,13.9,NA
Crucial Technology BLS8G4D26BFSC.16FD2 8GB,22,17.4,13.1,NA
Crucial Technology BLS8G4D26BFSC.16FE 8GB,66,16.1,8.3,NA
Crucial Technology BLS8G4D26BFSCK.8FBD 8GB,22,17.1,11.9,NA
Crucial Technology BLS8G4D26BFSCK.8FD 8GB,29.5,16.9,12.1,NA
Crucial Technology BLS8G4D26BFSE.16FB 8GB,24,14.3,7,$117.99*
Crucial Technology BLS8G4D26BFSE.16FBD2 8GB,23,16.9,12.8,NA
Crucial Technology BLS8G4D26BFSE.16FBR2 8GB,21,18.6,15,NA
Crucial Technology BLS8G4D26BFSE.16FD2 8GB,22,16.5,12.2,NA
Crucial Technology BLS8G4D26BFSE.16FE 8GB,25,16.3,12.5,NA
Crucial Technology BLS8G4D26BFSEK.8FBD 8GB,23,16.4,11.8,NA
Crucial Technology BLS8G4D26BFSEK.8FBR 8GB,20,19.3,15.8,NA
Crucial Technology BLS8G4D26BFSEK.8FD 8GB,37.875,14.7,13.3,NA
Crucial Technology BLS8G4D26BFSTK.8FD 8GB,25.66666667,18.4,13.8,$32.99*
Crucial Technology BLS8G4D30AESBK.M8FE 8GB,26.5,18.4,14.2,$37.99*
Crucial Technology BLS8G4D30AESCK.M8FE 8GB,26,18.6,14.3,$37.99*
Crucial Technology BLS8G4D30AESEK.M8FE1 8GB,26.33333333,18.5,14.3,NA
Crucial Technology BLS8G4D30AESEK.M8FE 8GB,21,18.5,14.2,$36.99*
Crucial Technology BLS8G4D30BESBK.8FB 8GB,23,16.2,12.3,NA
Crucial Technology BLS8G4D30BESBK.8FD 8GB,21,18.5,13.9,NA
Crucial Technology BLS8G4D30CESTK.8FD 8GB,25.66666667,18.3,13.7,$38.99*
Crucial Technology BLS8G4D32AESBK.M8FE1 8GB,25,19.5,15.6,NA
Crucial Technology BLS8G4D32AESBK.M8FE 8GB,25.33333333,19.4,15.1,$39.99*
Crucial Technology BLS8G4D32AESCK.M8FE1 8GB,19,20,16.2,NA
Crucial Technology BLS8G4D32AESCK.M8FE 8GB,20,18.4,14.7,$38.99*
Crucial Technology BLS8G4D32AESEK.M8FE1 8GB,44,17.3,10.8,NA
Crucial Technology BLS8G4D32AESEK.M8FE 8GB,19,19.3,16.2,$38.99*
Crucial Technology BLS8G4D32AESTK.M8FE1 8GB,43,16.7,10.5,NA
Crucial Technology BLS8G4D32AESTK.M8FE 8GB,19,20.4,17.4,$38.99*
Crucial Technology BLS8G4D240FSA.16FAD 8GB,28,12.7,9.8,$134.99*
Crucial Technology BLS8G4D240FSA.16FADG 8GB,25,15.5,11.3,NA
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
Crucial Technology BLS8G4D240FSA.16FAR 8GB,28,12.8,9.8,NA
Crucial Technology BLS8G4D240FSA.16FARG 8GB,36.33333333,13.5,10.5,NA
Crucial Technology BLS8G4D240FSA.16FBD 8GB,27,17.3,13,NA
Crucial Technology BLS8G4D240FSA.M16FAD 8GB,38.21428571,14.2,11.1,$134.99*
Crucial Technology BLS8G4D240FSB.16FADG 8GB,26,15.3,11.6,$125.28*
Crucial Technology BLS8G4D240FSB.16FAR 8GB,28,13.5,10.6,NA
Crucial Technology BLS8G4D240FSB.16FARG 8GB,32.25,13.7,11.5,NA
Crucial Technology BLS8G4D240FSB.16FBD2 8GB,32.25,16.5,12.7,NA
Crucial Technology BLS8G4D240FSB.16FBD 8GB,31.1,17,11.7,NA
Crucial Technology BLS8G4D240FSB.16FBD? 8GB,23,17.2,13.5,NA
Crucial Technology BLS8G4D240FSB.16FBR2 8GB,33.75,16.2,12.3,NA
Crucial Technology BLS8G4D240FSB.M16FAD 8GB,26,14.1,11.1,NA
Crucial Technology BLS8G4D240FSB.M16FBD 8GB,22,18,13.9,NA
Crucial Technology BLS8G4D240FSBK.8FBD 8GB,29.66666667,16.6,12.5,NA
Crucial Technology BLS8G4D240FSBK.8FD 8GB,26,14.2,11.4,NA
Crucial Technology BLS8G4D240FSC.16FARG 8GB,24,16.8,12.1,NA
Crucial Technology BLS8G4D240FSC.16FBD2 8GB,29.66666667,16.2,11.1,NA
Crucial Technology BLS8G4D240FSC.16FBD 8GB,23,16.7,12.1,NA
Crucial Technology BLS8G4D240FSC.16FBR2 8GB,24,16.8,12.3,NA
Crucial Technology BLS8G4D240FSC.M16FAD 8GB,22,16.8,13.3,NA
Crucial Technology BLS8G4D240FSCK.8FBD 8GB,23,16.2,11,NA
Crucial Technology BLS8G4D240FSCK.8FD 8GB,22,17,13.4,NA
Crucial Technology BLS8G4D240FSE.16FAR 8GB,23,16.8,11.8,NA
Crucial Technology BLS8G4D240FSE.16FBD2 8GB,24,16.5,11.6,NA
Crucial Technology BLS8G4D240FSE.16FBD 8GB,45.28571429,14.8,10.8,NA
Crucial Technology BLS8G4D240FSE.16FBR2 8GB,24,15.9,11.5,NA
Crucial Technology BLS8G4D240FSE.M16FAD 8GB,32,13,8.6,NA
Crucial Technology BLS8G4D240FSEK.8FBD 8GB,22,16.4,11,NA
Crucial Technology BLS8G4D240FSEK.8FBR 8GB,25,12.9,5.9,NA
Crucial Technology BLS8G4D240FSEK.8FD 8GB,25,14.1,8.7,NA
Crucial Technology BLS8G4S26BFSD.16FBD2 8GB,25,15.4,11.9,NA
Crucial Technology BLS8G4S26BFSD.16FBR2 8GB,30,14.5,11.4,NA
Crucial Technology BLS8G4S26BFSD.16FD2 8GB,25,14.9,11.5,NA
Crucial Technology BLS8G4S26BFSDK.8FBD 8GB,25,15.4,11,NA
Crucial Technology BLS8G4S26BFSDK.8FD 8GB,41.66666667,12,9.3,NA
Crucial Technology BLS8G4S240FSD.16FAR 8GB,25,15.5,12.7,$369.98*
Crucial Technology BLS8G4S240FSD.16FBD2 8GB,31,15.9,12.6,NA
Crucial Technology BLS8G4S240FSD.16FBD 8GB,26,15.2,11.5,NA
Crucial Technology BLS8G4S240FSD.M16FAD 8GB,26,15.1,11.6,NA
Crucial Technology BLS8G4S240FSDK.8FBD 8GB,26,15.4,11.9,NA
Crucial Technology BLS8G4S240FSDK.8FD 8GB,50.33333333,13.5,8.5,NA
Crucial Technology BLS16G4D26BFSB.16FBD 16GB,22,17.9,12.6,$169.89*
Crucial Technology BLS16G4D26BFSB.16FBR 16GB,23,17.5,12.3,NA
Crucial Technology BLS16G4D26BFSB.16FD 16GB,28.33333333,18.2,14.5,NA
Crucial Technology BLS16G4D26BFSC.16FBD 16GB,26,15.2,12.6,NA
Crucial Technology BLS16G4D26BFSC.16FD 16GB,22,18.2,14.6,NA
Crucial Technology BLS16G4D26BFSE.16FBD 16GB,24,16.9,12.1,$248.72*
Crucial Technology BLS16G4D26BFSE.16FD 16GB,23,17.7,14,NA
Crucial Technology BLS16G4D26BFSE.16FE 16GB,22,16.9,13.7,NA
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
Crucial Technology BLS16G4D26BFST.16FD 16GB,24,17.7,13.7,$64.99*
Crucial Technology BLS16G4D30AESB.M16FE 16GB,26,18.2,13.1,$73.99*
Crucial Technology BLS16G4D30AESC.M16FE 16GB,26.8,17.3,10.5,$76.99*
Crucial Technology BLS16G4D30AESE.M16FE 16GB,22,18.9,13.8,$74.99*
Crucial Technology BLS16G4D30BESB.16FD 16GB,21,19,14.3,$62.99*
Crucial Technology BLS16G4D30CEST.16FD 16GB,21,17.7,12.1,$69.99*
Crucial Technology BLS16G4D32AESB.M16FE 16GB,25.73684211,20.1,16,$77.99*
Crucial Technology BLS16G4D32AESC.M16FE 16GB,26.125,19.7,15.6,$85.99*
Crucial Technology BLS16G4D32AESE.M16FE 16GB,25.25,18.8,15.6,$73.99*
Crucial Technology BLS16G4D32AEST.M16FE 16GB,21,18.8,15.3,$77.99*
Crucial Technology BLS16G4D240FSB.16FAD 16GB,25,15.9,11.2,$65.99*
Crucial Technology BLS16G4D240FSB.16FBD 16GB,30.66666667,15.1,8.1,NA
Crucial Technology BLS16G4D240FSB.16FBR 16GB,25,16.2,11.9,NA
Crucial Technology BLS16G4D240FSC.16FAD 16GB,24,16.5,11.8,$62.99*
Crucial Technology BLS16G4D240FSC.16FBD 16GB,24,16.6,11.8,NA
Crucial Technology BLS16G4D240FSC.16FBR 16GB,32.75,15.9,12.1,NA
Crucial Technology BLS16G4D240FSC.16FD 16GB,22,18.3,14.6,NA
Crucial Technology BLS16G4D240FSE.16FAD 16GB,25,15.4,11,$63.99*
Crucial Technology BLS16G4D240FSE.16FBD 16GB,32,16,10.7,NA
Crucial Technology BLS16G4D240FSE.16FBR 16GB,25,15.2,10.6,NA
Crucial Technology BLS16G4D240FSE.16FD 16GB,22,16.1,8.3,NA
Crucial Technology BLS16G4S26BFSD.16FBD 16GB,27,15,11.4,$153.94*
Crucial Technology BLS16G4S26BFSD.16FD 16GB,35.5,14.9,11.6,NA
Crucial Technology BLS16G4S240FSD.16FAD 16GB,29,13.7,10.9,$99.99*
Crucial Technology BLS16G4S240FSD.16FBD 16GB,33.75,15.3,11.7,NA
Crucial Technology BLS16G4S240FSD.16FBR 16GB,31,14.3,10,NA
Crucial Technology BLS16G4S240FSD.16FD 16GB,25,15.7,12.7,NA
Crucial Technology BLT4G4D26AFTA.8FADG 4GB,23,16.5,12.6,$33.99*
Crucial Technology BLT4G4D26AFTA.8FBD 4GB,23,16.5,12.9,NA
Crucial Technology BLT4G4D30AETA.K8FD 4GB,59,17.9,9,NA
Crucial Technology BLT4G4D30AETA.K8FE 4GB,20,18.5,14.3,$34.99*
Crucial Technology BLT8G4D26AFTA.16FAD 8GB,23,16.9,12.3,$39.99*
Crucial Technology BLT8G4D26AFTA.16FBD 8GB,22,17.3,12.8,NA
Crucial Technology BLT8G4D26BFT4K.C8FD 8GB,22,17.8,13.3,NA
Crucial Technology BLT8G4D30AET4K.M8FE1 8GB,21,18,13.4,NA
Crucial Technology BLT8G4D30AETA.K16FD 8GB,17,20.8,16.8,NA
Crucial Technology BLT8G4D30AETA.K16FE 8GB,26.33333333,19,14.2,$59.99*
Crucial Technology BLT8G4D30BET4K.C8FD 8GB,22,16.7,12,NA
Crucial Technology BLT8G4D32AET4K.M8FE1 8GB,20,19.2,15.3,NA
Crucial Technology BLT16G4D26BFT4.C16FD 16GB,38,15,12,NA
Crucial Technology BLT16G4D30AETA.K16FB 16GB,24,16.4,11.6,NA
Crucial Technology BLT16G4D30BET4.C16FD 16GB,22,18.2,12.8,NA
Crucial Technology B|B8G4D30BET4K.C8FD 8GB,77,11.9,6.9,NA
Crucial Technology C 8GB,31,13.2,6.5,NA
Crucial Technology CB4GU2400.M8E 4GB,71,14.8,7.9,NA
Crucial Technology CB8GS2400.C8D 8GB,89,13.6,6.8,NA
Crucial Technology CB8GS2400.C8ET 8GB,29,16.6,13.1,NA
Crucial Technology CB8GU2400.C8D 8GB,76,13.3,7,NA
Crucial Technology CB8GU2400.C8ET 8GB,58,13.8,6.7,NA
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
Crucial Technology CB8GU2400.C8JT 8GB,71,16,8.6,NA
Crucial Technology CB16GS2400.C16J 16GB,95,13.3,7.4,NA
Crucial Technology CT4G4DFS824A.C8FADP 4GB,25,16,11,NA
Crucial Technology CT4G4DFS824A.C8FBD1 4GB,23,16.1,13.3,$38.33*
Crucial Technology CT4G4DFS824A.C8FBD2 4GB,23,15.9,11.9,NA
Crucial Technology CT4G4DFS824A.C8FBR2 4GB,23,16.1,10.1,NA
Crucial Technology CT4G4DFS824A.C8FDD2 4GB,23,15.8,10.1,NA
Crucial Technology CT4G4DFS824A.C8FE 4GB,72,15.6,8.1,NA
Crucial Technology CT4G4DFS824A.C8FF 4GB,23,16.5,10.4,NA
Crucial Technology CT4G4DFS824A.C8FHP 4GB,23,15.9,11,NA
Crucial Technology CT4G4DFS824A.M8FB 4GB,22,17,12.2,NA
Crucial Technology CT4G4DFS824A.M8FE 4GB,24,12,6.6,NA
Crucial Technology CT4G4DFS824A.M8FF 4GB,73,15.5,8.1,NA
Crucial Technology CT4G4DFS8213.8FA11 4GB,24,15.4,11.5,$23.96*
Crucial Technology CT4G4DFS8213.8FA11?? 4GB,24,16.1,12.2,NA
Crucial Technology CT4G4DFS8213.C8FAD1 4GB,30,11.9,10,$20.99*
Crucial Technology CT4G4DFS8213.C8FAD11 4GB,26,14.4,10.8,NA
Crucial Technology CT4G4DFS8213.C8FADP 4GB,24,14.8,10,NA
Crucial Technology CT4G4DFS8213.C8FAR1 4GB,35.66666667,13.4,10.6,NA
Crucial Technology CT4G4DFS8213.C8FAR2 4GB,31.66666667,14.6,10.9,NA
Crucial Technology CT4G4DFS8213.C8FAR11 4GB,27,14.1,10.7,NA
Crucial Technology CT4G4DFS8213.C8FAR 4GB,28,12.6,9.9,$41.99*
Crucial Technology CT4G4DFS8213.C8FBD1 4GB,24,15.5,11.1,NA
Crucial Technology CT4G4DFS8213.C8FBD2 4GB,25,14.8,10.6,NA
Crucial Technology CT4G4DFS8213.C8FBR2 4GB,25,15,10.6,NA
Crucial Technology CT4G4DFS8213.C8FDD2 4GB,23,16.5,11.3,NA
Crucial Technology CT4G4DFS8213.C8FHP 4GB,24,13.2,6.2,NA
Crucial Technology CT4G4DFS8213.M8FA 4GB,24,15.5,11.2,NA
Crucial Technology CT4G4DFS8213.M8FB 4GB,24,15.3,10.7,NA
Crucial Technology CT4G4DFS8266.C8FB 4GB,61,18.4,8.5,NA
Crucial Technology CT4G4DFS8266.C8FE 4GB,70,14.6,6.1,$22.98*
Crucial Technology CT4G4DFS8266.C8FF 4GB,81,15.2,7.9,NA
Crucial Technology CT4G4DFS8266.M8FE 4GB,74,15.4,8,NA
Crucial Technology CT4G4DFS8266.M8FF 4GB,65,16.2,8,NA
Crucial Technology CT4G4DFS8266.M8FG 4GB,71,15.4,8,NA
Crucial Technology CT4G4SFS624A.C4FB 4GB,84,14.8,6.8,$33.29*
Crucial Technology CT4G4SFS824A.C8FBD2 4GB,32,11.7,5.4,NA
Crucial Technology CT4G4SFS824A.C8FBR2 4GB,23,16.6,12.8,NA
Crucial Technology CT4G4SFS824A.C8FE 4GB,28,14.7,7,NA
Crucial Technology CT4G4SFS824A.C8FF 4GB,25,16.1,11.1,NA
Crucial Technology CT4G4SFS824A.M8FB 4GB,25,15.1,11.4,NA
Crucial Technology CT4G4SFS824A.M8FE 4GB,83,15.1,8.3,NA
Crucial Technology CT4G4SFS8213.C8FADP 4GB,26,14.3,11.1,NA
Crucial Technology CT4G4SFS8213.C8FBD1 4GB,78,11.3,8.9,$51.99*
Crucial Technology CT4G4SFS8213.C8FBD2 4GB,24,12.9,6,NA
Crucial Technology CT4G4SFS8213.C8FBR2 4GB,31,12.9,11.4,NA
Crucial Technology CT4G4SFS8213.C8FDD2 4GB,27,14.6,10.8,NA
Crucial Technology CT4G4SFS8213.C8FHP 4GB,26,14.6,10,NA
Crucial Technology CT4G4SFS8266.C8FE 4GB,166,14.7,8.1,NA
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
Crucial Technology CT4G4SFS8266.M8FE 4GB,94,13.2,6.4,NA
Crucial Technology CT8G4DFD824A.C16FADP 8GB,24,17.1,13.6,$33.99*
Crucial Technology CT8G4DFD824A.C16FBD1 8GB,23,16.9,11.5,$63.14*
Crucial Technology CT8G4DFD824A.C16FBD2 8GB,24,15.5,9.7,NA
Crucial Technology CT8G4DFD824A.C16FBR2 8GB,24,15.2,9.1,NA
Crucial Technology CT8G4DFD824A.C16FDD2 8GB,24,17.6,14,NA
Crucial Technology CT8G4DFD824A.C16FDR2 8GB,22,18.5,13.7,NA
Crucial Technology CT8G4DFD824A.C16FE 8GB,22,18.4,14.1,NA
Crucial Technology CT8G4DFD824A.C16FF 8GB,23,16.7,11.3,NA
Crucial Technology CT8G4DFD824A.C16FHP 8GB,24,16,10.8,NA
Crucial Technology CT8G4DFD824A.M16FB 8GB,27.66666667,15.9,11.4,NA
Crucial Technology CT8G4DFD824A.M16FE 8GB,25,18.2,13.9,NA
Crucial Technology CT8G4DFD824A.M16FF 8GB,24,16.3,13.1,NA
Crucial Technology CT8G4DFD8213.16FA11 8GB,26,15.5,11.3,$81.48*
Crucial Technology CT8G4DFD8213.C16FA11 8GB,30.33333333,16.3,11.8,$36.99*
Crucial Technology CT8G4DFD8213.C16FAD1 8GB,29,13.2,10.4,$44.99*
Crucial Technology CT8G4DFD8213.C16FADP 8GB,73,14.5,7.8,NA
Crucial Technology CT8G4DFD8213.C16FAR1 8GB,27,13.8,10.3,$82.99*
Crucial Technology CT8G4DFD8213.C16FAR2 8GB,30.83333333,16.9,12.5,NA
Crucial Technology CT8G4DFD8213.C16FBD1 8GB,30.25,16.1,11.7,NA
Crucial Technology CT8G4DFD8213.C16FBD2 8GB,30.33333333,16.2,11.7,NA
Crucial Technology CT8G4DFD8213.C16FBR2 8GB,25,15.4,10.4,NA
Crucial Technology CT8G4DFD8213.C16FDD2 8GB,23,16.3,11.4,NA
Crucial Technology CT8G4DFD8213.C16FDR2 8GB,23,16.3,11.4,NA
Crucial Technology CT8G4DFD8213.C16FHP 8GB,25,15,9.5,NA
Crucial Technology CT8G4DFD8213.M16FA 8GB,24,15.9,11.7,NA
Crucial Technology CT8G4DFD8213.M16FB 8GB,24,15.3,10.4,NA
Crucial Technology CT8G4DFS824A.C8FAD1 8GB,24,15.3,10.1,$34.99 
Crucial Technology CT8G4DFS824A.C8FBD1 8GB,29.4,16.2,11,NA
Crucial Technology CT8G4DFS824A.C8FBR1 8GB,26,14.1,8.8,NA
Crucial Technology CT8G4DFS824A.C8FDD1 8GB,30.4,15.5,10.9,NA
Crucial Technology CT8G4DFS824A.C8FE 8GB,23,16.5,12,NA
Crucial Technology CT8G4DFS824A.C8FHD1 8GB,29.83333333,16,10.9,NA
Crucial Technology CT8G4DFS824A.M8FA 8GB,23,15.4,9,NA
Crucial Technology CT8G4DFS824A.M8FB 8GB,23,16.4,11.9,NA
Crucial Technology CT8G4DFS824A.M8FD 8GB,23,17.1,12.1,NA
Crucial Technology CT8G4DFS824A.M8FE 8GB,23,17.1,12.1,NA
Crucial Technology CT8G4DFS824A.M8FGM 8GB,22,18.2,12.6,NA
Crucial Technology CT8G4DFS824A.M8FH3 8GB,20,17,8.2,NA
Crucial Technology CT8G4DFS824A.M8FH 8GB,27.33333333,15.3,8,NA
Crucial Technology CT8G4DFS8213.C8FAD1 8GB,25,13.7,8,$90.46*
Crucial Technology CT8G4DFS8213.C8FBD1 8GB,33,13.2,7.8,$49.99*
Crucial Technology CT8G4DFS8213.C8FBR1 8GB,32.5,14.9,9.7,NA
Crucial Technology CT8G4DFS8213.C8FDD1 8GB,24,14.5,8.5,NA
Crucial Technology CT8G4DFS8213.C8FDR1 8GB,30.75,15.9,11.3,NA
Crucial Technology CT8G4DFS8213.C8FH1 8GB,23,16.1,10,NA
Crucial Technology CT8G4DFS8213.M8FA 8GB,26,14.2,9.6,$28.99*
Crucial Technology CT8G4DFS8213.M8FB 8GB,24,15.1,9.9,NA
Crucial Technology CT8G4DFS8213.M8FH 8GB,26,14.5,8.6,NA
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
Crucial Technology CT8G4DFS8266.C8FD1 8GB,27.66666667,17.6,13,$33.99 
Crucial Technology CT8G4DFS8266.C8FE 8GB,21,18,13.2,NA
Crucial Technology CT8G4DFS8266.C8FJ 8GB,39.25,16.3,10,NA
Crucial Technology CT8G4DFS8266.C8FN 8GB,38,16.2,11.7,NA
Crucial Technology CT8G4DFS8266.K8FB 8GB,22,17.5,14.1,NA
Crucial Technology CT8G4DFS8266.M8FD 8GB,28.4,17.7,13.7,NA
Crucial Technology CT8G4DFS8266.M8FE 8GB,26.5,17.8,14.1,NA
Crucial Technology CT8G4DFS8266.M8FH 8GB,22,17.4,12,NA
Crucial Technology CT8G4SFD824A.C16FADP 8GB,31,15.6,11.8,$33.99*
Crucial Technology CT8G4SFD824A.C16FBD1 8GB,30,17.7,14,NA
Crucial Technology CT8G4SFD824A.C16FBD2 8GB,90,14.6,7.5,NA
Crucial Technology CT8G4SFD824A.C16FDD2 8GB,27,14.8,11.2,NA
Crucial Technology CT8G4SFD824A.C16FE 8GB,24,16.2,13.1,NA
Crucial Technology CT8G4SFD824A.C16FF 8GB,22,16,8.3,NA
Crucial Technology CT8G4SFD824A.C16FHP 8GB,27,16,11.1,NA
Crucial Technology CT8G4SFD824A.M16FB 8GB,28,16.5,13.1,NA
Crucial Technology CT8G4SFD824A.M16FE1 8GB,30,16.8,13.3,NA
Crucial Technology CT8G4SFD824AC16FBD1 8GB,23,17.3,14.3,NA
Crucial Technology CT8G4SFD8213.C16FADP 8GB,29,13.1,9.6,$49.00*
Crucial Technology CT8G4SFD8213.C16FBD1 8GB,33,13.9,9.8,$77.99*
Crucial Technology CT8G4SFD8213.C16FBD2 8GB,27,14.3,11.2,NA
Crucial Technology CT8G4SFD8213.C16FBR2 8GB,27,15.4,11.4,NA
Crucial Technology CT8G4SFD8213.C16FDD2 8GB,31,15.3,12.1,NA
Crucial Technology CT8G4SFD8213.C16FHP 8GB,29,12.7,9.9,NA
Crucial Technology CT8G4SFD8213.M16FB 8GB,27,15.5,12.1,NA
Crucial Technology CT8G4SFS824A.C8FAD1 8GB,26,14.8,9.6,$39.98*
Crucial Technology CT8G4SFS824A.C8FBD1 8GB,26,14.6,9.8,$35.59*
Crucial Technology CT8G4SFS824A.C8FBR1 8GB,30,13.3,10,NA
Crucial Technology CT8G4SFS824A.C8FDD1 8GB,25,15.9,11.4,NA
Crucial Technology CT8G4SFS824A.C8FDR1 8GB,25,14.8,7.1,NA
Crucial Technology CT8G4SFS824A.C8FE 8GB,29,15.6,10.4,NA
Crucial Technology CT8G4SFS824A.C8FHD1 8GB,36.5,13.1,9.9,NA
Crucial Technology CT8G4SFS824A.C8FJ 8GB,99,12.3,7.2,NA
